SEQID	Genome size	circ.	Coverage	Completeness	Contamination	classification	simple_classification	Species	Phylum	Genus	5S ribosomal RNA	16S ribosomal RNA	23S ribosomal RNA	# 5S rRNA/16S rRNA / 23S rRNA	Number_of_tRNA	Contigs	Passed_assembly_QC	Assembly_QC_reason	In_bac120_MSA	N_bac120_markers	In_bac120_tree	Tree_exclusion_reason	AntiSMASH_failure	AntiSMASH_OK	GenomeQ	ID	inhibit Enterococcus mundtii DSM 4838	inhibit Enterobacter mori DSM 26271	inhibit Staphylococcus epidermidis AU 24	inhibit Escherichia coli DSM 498	inhibit Pseudomonas putida DSM 6125	inhibit Acinetobacter baylyi DSM 14961	inhibit Staphylococcus aureus DSM 20231
PBK85545.barcode09	5583927	N	40	100	0.26	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	12	12	12	12/12/12	25	4	TRUE	NA	TRUE	111	TRUE	NA	NA	TRUE	High quality genome	SS-13-03-26-GR14-PDA-4	1	0	1	0	1	1	1
PBK85545.barcode10	4408552	Y	65	100	1.87	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Viridibacillus;s__Viridibacillus arenosi	Bacillota - g__Viridibacillus	Viridibacillus arenosi	p__Bacillota	g__Viridibacillus	11	11	11	11/11/11	25	4	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	SS-13-03-26-GR18-R2A-10	1	0	1	0	0	0	1
PBK85545.barcode11	6544165	Y	45	100	0.41	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas sp003050925	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas sp003050925	p__Pseudomonadota	g__Aquipseudomonas	9	8	8	9/8/8	26	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR1-R2A-8	0	0	0	0	0	0	0
PBK85545.barcode12	3768212	Y	79	100	0.05	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	Bacillota - g__Bacillus	Bacillus altitudinis	p__Bacillota	g__Bacillus	7	8	8	7/8/8	25	2	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR5-BHI-5	0	0	0	0	0	0	0
PBK85545.barcode13	3931665	Y	74	100	0.28	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	Bacillota - g__Bacillus	Bacillus altitudinis	p__Bacillota	g__Bacillus	8	8	8	8/8/8	24	2	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	RK-08-04-26-GR4-BHI-20	0	0	0	0	0	0	0
PBK85545.barcode14	6376531	Y	47	100	0.31	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas lini_B	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas lini_B	p__Pseudomonadota	g__Aquipseudomonas	7	6	6	7/6/6	25	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	RK-08-04-26-GR7-PDA-14	0	0	0	0	0	0	0
PBK85545.barcode15	9176575	N	31	100	1.29	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sanglieri	Actinomycetota - g__Streptomyces	Streptomyces sanglieri	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	25	3	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	RAG-21-01-26-GR5-AC-1	0	0	1	0	1	0	0
PBK85545.barcode16	5486608	Y	42	100	92.62	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas viridiflava_D	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas viridiflava_D	p__Pseudomonadota	g__Aquipseudomonas	14	12	12	14/12/12	27	33	FALSE	contamination>=5;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Unannotated genomes	RAG-21-01-26-GR3-AC-14	0	0	0	0	0	0	0
PBK85545.barcode17	592625	N	27	100	1.05	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp040639015	Actinomycetota - g__Streptomyces	Streptomyces sp040639015	p__Actinomycetota	g__Streptomyces	6	6	7	6/6/7	23	165	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	SKG-27-02-26-GR1-ISP2-20	1	0	1	0	0	0	1
PBK85545.barcode18	8731925	N	34	100	0.3	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces virginiae_A	Actinomycetota - g__Streptomyces	Streptomyces virginiae_A	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	3	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	SG-15-01-26-GR7-ISP2-7	0	0	1	0	0	0	0
PBK85545.barcode19	2165432	N	28	99.99	1.8	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp026343345	Actinomycetota - g__Streptomyces	Streptomyces sp026343345	p__Actinomycetota	g__Streptomyces	4	7	6	4/7/6	26	10	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	SG-15-01-26-GR1-ISP2-19	1	0	0	0	0	0	1
PBK85545.barcode20	3536905	N	32	100	0.04	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp026342235	Actinomycetota - g__Streptomyces	Streptomyces sp026342235	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	8	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	SS-13-03-26-GR11-ISP2-18	0	1	0	0	0	0	1
PBK85545.barcode21	8932530	N	34	100	0.88	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces virginiae_A	Actinomycetota - g__Streptomyces	Streptomyces virginiae_A	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	2	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	SKG-27-02-26-GR1-ISP2-18	0	0	1	0	0	0	0
PBK85545.barcode23	7813421	N	38	99.99	0.29	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Actinomycetota - g__Streptomyces	Streptomyces sp.	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR8-BHI-4	1	1	1	1	1	1	1
PBK85545.barcode24	8860958	N	34	100	0.16	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces anulatus	Actinomycetota - g__Streptomyces	Streptomyces anulatus	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	24	2	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	SKG-27-02-26-GR3-ISP2-2	0	0	1	0	0	1	1
PBK85545.barcode25	2625010	N	35	100	0.21	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp036346295	Actinomycetota - g__Streptomyces	Streptomyces sp036346295	p__Actinomycetota	g__Streptomyces	7	3	7	7/3/7	24	55	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	HG-24-02-26-GR6-BHI-17	0	0	1	0	0	0	1
PBK85545.barcode26	6475621	N	37	100	0.19	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp036346295	Actinomycetota - g__Streptomyces	Streptomyces sp036346295	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	24	13	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	HG-24-02-26-GR6-AC-14	1	0	1	0	0	0	1
PBK85545.barcode27	631378	N	28	100	0.05	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coriariae	Actinomycetota - g__Streptomyces	Streptomyces coriariae	p__Actinomycetota	g__Streptomyces	1	5	3	1/5/3	24	144	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	RK-08-04-26-GR2-ISP2-8	0	0	1	0	0	0	0
PBK85545.barcode28	5163178	Y	41	100	1.58	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Variovorax;s__	Pseudomonadota - g__Variovorax	Variovorax sp.	p__Pseudomonadota	g__Variovorax	2	2	2	2/2/2	25	3	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	SKG-27-02-26-GR3-PDA-11	0	0	0	0	0	0	0
PBK85545.barcode29	3655211	Y	82	99.99	0.17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter baylyi	Pseudomonadota - g__Acinetobacter	Acinetobacter baylyi	p__Pseudomonadota	g__Acinetobacter	7	7	7	7/7/7	23	1	TRUE	NA	TRUE	120	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR7-ISP2-13	1	0	1	0	0	0	1
PBK85545.barcode30	11221535	N	26	100	1.67	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Actinomycetota - g__Streptomyces	Streptomyces sp.	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	25	2	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	SKG-27-02-26-GR1-ISP2-13	0	0	1	0	0	0	0
PBK85545.barcode31	7193515	N	42	100	0.83	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces halstedii	Actinomycetota - g__Streptomyces	Streptomyces halstedii	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	24	2	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	SS-13-03-26-GR5-ISP2-18	0	0	1	0	0	0	1
PBK85545.barcode32	2029387	N	44	100	0.46	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	8	11	11	8/11/11	24	6	TRUE	NA	TRUE	111	TRUE	NA	NA	TRUE	High quality genome	SG-15-01-26-GR6-10%NB-15	0	1	0	0	1	0	1
PBK85545.barcode33	2040407	N	24	98.95	1.14	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora purpeofusca	Actinomycetota - g__Kitasatospora	Kitasatospora purpeofusca	p__Actinomycetota	g__Kitasatospora	7	11	8	7/11/8	22	99	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	MUN-27-03-26-GR1-ISP2-19	1	0	1	0	0	1	1
PBK85545.barcode34	8793640	N	33	100	0.41	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Actinomycetota - g__Streptomyces	Streptomyces sp.	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	25	3	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR5-ISP2-14	0	0	0	0	0	0	0
PBK85545.barcode35	6746678	Y	42	100	0.42	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas grandcourensis	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas grandcourensis	p__Pseudomonadota	g__Aquipseudomonas	8	7	7	8/7/7	26	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	RK-08-04-26-GR7-PDA-12	0	0	1	0	0	0	0
PBK85545.barcode36	5830488	Y	52	100	0.09	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp000813005	Bacteroidota - g__Flavobacterium	Flavobacterium sp000813005	p__Bacteroidota	g__Flavobacterium	8	8	8	8/8/8	25	1	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	SG-15-01-26-GR7-ISP2-10	0	0	0	0	0	0	0
PBK85545.barcode37	7704443	N	35	99.99	0.72	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces goshikiensis	Actinomycetota - g__Streptomyces	Streptomyces goshikiensis	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	23	5	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	VG-30-01-26-GR2-ISP2-9	0	0	1	1	1	0	1
PBK85545.barcode38	6189226	N	43	100	1.05	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_K;s__Paenibacillus_K selenitireducens	Bacillota - g__Paenibacillus_K	Paenibacillus_K selenitireducens	p__Bacillota	g__Paenibacillus_K	9	9	9	9/9/9	23	5	TRUE	NA	TRUE	107	TRUE	NA	NA	TRUE	High quality genome	VG-30-01-26-GR4-ISP2-4	1	0	1	0	0	0	0
PBK85545.barcode39	8959777	N	35	99.96	0.03	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Actinomycetota - g__Streptomyces	Streptomyces sp.	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	25	2	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	RAG-21-01-26-GR1-ISP2-4	0	0	0	0	0	0	0
PBK85545.barcode40	5484397	N	43	99.98	0.76	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces goshikiensis	Actinomycetota - g__Streptomyces	Streptomyces goshikiensis	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	23	4	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	HG-24-02-26-GR1-ISP2-15	0	0	1	0	0	0	1
PBK85545.barcode41	7607377	N	38	100	0.18	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces papulosus	Actinomycetota - g__Streptomyces	Streptomyces papulosus	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	24	5	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	SS-13-03-26-GR5-ISP2-19	0	1	1	1	0	1	0
PBK85545.barcode42	2507947	Y	118	100	0.04	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	Bacillota - g__Staphylococcus	Staphylococcus epidermidis	p__Bacillota	g__Staphylococcus	7	6	6	7/6/6	24	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR1-ISP2-12	0	0	0	0	0	0	0
PBK85545.barcode43	9899281	N	28	100	2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora sp026342405	Actinomycetota - g__Kitasatospora	Kitasatospora sp026342405	p__Actinomycetota	g__Kitasatospora	9	9	9	9/9/9	25	4	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR9-ISP2-19	0	0	1	0	0	0	0
PBK85545.barcode44	2558746	N	41	100	0.21	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_AQ;s__Paenibacillus_AQ odorifer	Bacillota - g__Paenibacillus_AQ	Paenibacillus_AQ odorifer	p__Bacillota	g__Paenibacillus_AQ	10	12	10	10/12/10	25	13	TRUE	NA	TRUE	109	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR1-ISP2-20	0	0	0	0	0	0	0
PBK85545.barcode45	1781103	N	34	100	0.11	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp026340595	Actinomycetota - g__Streptomyces	Streptomyces sp026340595	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	24	115	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	VG-30-01-26-GR1-ISP2-2	1	0	0	0	0	0	0
PBK85545.barcode46	4342305	N	40	99.97	0.08	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces brevispora	Actinomycetota - g__Streptomyces	Streptomyces brevispora	p__Actinomycetota	g__Streptomyces	5	6	6	5/6/6	24	14	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	SG-15-01-26-GR1-ISP2-20	0	0	0	0	0	0	0
PBK85545.barcode47	8540104	N	34	100	0.75	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp001905365	Actinomycetota - g__Streptomyces	Streptomyces sp001905365	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	24	2	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	HG-24-02-26-GR4-BHI-18	0	0	0	0	0	0	0
PBK85545.barcode48	8885223	N	34	99.98	0.64	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces kutzneri	Actinomycetota - g__Streptomyces	Streptomyces kutzneri	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	2	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	SKG-27-02-26-GR1-ISP2-12	1	0	1	0	0	0	1
PBK85545.barcode49	8935447	N	30	100	0.97	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces canus	Actinomycetota - g__Streptomyces	Streptomyces canus	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	23	4	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	SS-13-03-26-GR5-ISP2-17	0	0	0	0	0	1	0
PBK85545.barcode50	1556991	N	31	100	0.47	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp000717915	Actinomycetota - g__Streptomyces	Streptomyces sp000717915	p__Actinomycetota	g__Streptomyces	7	4	6	7/4/6	23	22	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	SKG-27-02-26-GR3-ISP2-5	0	0	1	0	0	0	0
PBK85545.barcode51	4008124	N	29	100	0.01	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp036002945	Actinomycetota - g__Streptomyces	Streptomyces sp036002945	p__Actinomycetota	g__Streptomyces	6	8	8	6/8/8	25	6	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	VG-30-01-26-GR1-ISP2-1	0	0	1	0	0	0	1
PBK85545.barcode52	908624	N	28	100	0.28	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp026342235	Actinomycetota - g__Streptomyces	Streptomyces sp026342235	p__Actinomycetota	g__Streptomyces	7	5	6	7/5/6	22	126	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	HG-24-02-26-GR9-ISP2-6	0	0	0	0	0	0	1
PBK85545.barcode53	6214084	N	35	99.98	0.02	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces brevispora	Actinomycetota - g__Streptomyces	Streptomyces brevispora	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	24	4	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	VG-30-01-26-GR2-ISP2-15	0	0	0	0	0	1	0
PBK85545.barcode54	5828729	N	51	100	0.09	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp000813005	Bacteroidota - g__Flavobacterium	Flavobacterium sp000813005	p__Bacteroidota	g__Flavobacterium	8	8	8	8/8/8	25	1	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	SG-15-01-26-GR7-ISP2-20	NA	NA	NA	NA	NA	NA	NA
PBK85545.barcode55	7043597	N	38	100	0.21	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces papulosus	Actinomycetota - g__Streptomyces	Streptomyces papulosus	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	24	4	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	EG-08-04-26-GR3-ISP2-19	0	0	1	0	0	0	0
PBK85545.barcode56	4412380	N	30	100	0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp016893485	Actinomycetota - g__Streptomyces	Streptomyces sp016893485	p__Actinomycetota	g__Streptomyces	4	6	5	4/6/5	24	8	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	VG-30-01-26-GR2-ISP2-16	1	0	1	1	1	0	0
PBK85545.barcode57	8960883	N	31	100	0.36	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces virginiae_A	Actinomycetota - g__Streptomyces	Streptomyces virginiae_A	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	6	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	SG-15-01-26-GR7-ISP2-3	0	0	0	0	0	1	0
PBK85545.barcode58	181786	N	31	100	2.28	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces anulatus	Actinomycetota - g__Streptomyces	Streptomyces anulatus	p__Actinomycetota	g__Streptomyces	2	2	2	2/2/2	23	287	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	MUN-27-03-26-GR5-ISP2-15	1	0	1	0	0	0	1
PBK85545.barcode59	8639303	N	31	100	0.77	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp041431095	Actinomycetota - g__Streptomyces	Streptomyces sp041431095	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	3	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR1-ISP2-18	0	0	0	0	0	0	0
PBK85545.barcode60	1481324	N	34	99.99	0.75	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp900116325	Actinomycetota - g__Streptomyces	Streptomyces sp900116325	p__Actinomycetota	g__Streptomyces	5	4	5	5/4/5	24	180	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	RAG-21-01-26-GR3-ISP2-2	0	0	0	0	0	0	0
PBK85545.barcode61	1684091	N	29	100	0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces brevispora	Actinomycetota - g__Streptomyces	Streptomyces brevispora	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	24	79	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	VG-30-01-26-GR2-ISP2-19	0	0	0	0	0	0	1
PBK85545.barcode62	787956	N	26	100	0.14	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp036231355	Actinomycetota - g__Streptomyces	Streptomyces sp036231355	p__Actinomycetota	g__Streptomyces	7	5	6	7/5/6	23	54	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	RAG-21-01-26-GR5-AC-8	0	0	0	0	0	0	0
PBK85545.barcode63	4448458	N	31	100	0.55	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces canus	Actinomycetota - g__Streptomyces	Streptomyces canus	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	23	10	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	MUN-20-01-26-GR5-ISP2-6	0	0	1	0	0	0	0
PBK85545.barcode64	7386595	N	35	100	0.18	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp026342235	Actinomycetota - g__Streptomyces	Streptomyces sp026342235	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	22	3	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR1-ISP2-14	0	0	1	0	0	0	0
PBK85545.barcode65	8183724	N	32	100	2.32	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces nojiriensis	Actinomycetota - g__Streptomyces	Streptomyces nojiriensis	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	23	5	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR7-ISP2-17	0	0	1	0	0	0	0
PBK85545.barcode66	9381225	N	31	100	2.38	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces nojiriensis	Actinomycetota - g__Streptomyces	Streptomyces nojiriensis	p__Actinomycetota	g__Streptomyces	7	7	7	7/7/7	23	2	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	MUN-27-03-26-GR7-ISP2-18	1	0	1	0	0	0	1
